###ÄNSI;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
c_abaltrer_adj;Abaltreran;Abaltreran;Abaltreran;;Abaltreran;;;;;;;x
c_abaltrer;Abaltrer;Abaltrer;Abaltrer;;Abaltrer;;;;;;;x
c_abarun_adj;Abarun;Abarun;Abarun;;Abarun;;;;;;;x
c_abarun;Abarun;Abarun;Abarun;;Abarun;;;;;;;x
c_abesera_adj;Abeseran;Abeseran;Abeseran;;Abeseran;;;;;;;x
c_abesera;Abesera;Abesera;Abesera;;Abesera;;;;;;;x
c_abreon_adj;Abreonian;Abreonian;Abreonian;;Abreonian;;;;;;;x
c_abreon;Abreon;Abreon;Abreon;;Abreon;;;;;;;x
c_achelar_adj;Achelar;Achelar;Achelar;;Achelar;;;;;;;x
c_achelar;Achelar;Achelar;Achelar;;Achelar;;;;;;;x
c_adamas_tooth_adj;Adamas Tooth;Adamas Tooth;Adamas Tooth;;Adamas Tooth;;;;;;;x
c_adamas_tooth;Adama's Tooth;Adama's Tooth;Adama's Tooth;;Adama's Tooth;;;;;;;x
c_adbar_adj;Adbarren;Adbarren;Adbarren;;Adbarren;;;;;;;x
c_adbar_run_adj;Adbarrim;Adbarrim;Adbarrim;;Adbarrim;;;;;;;x
c_adbar;Adbar;Adbar;Adbar;;Adbar;;;;;;;x
c_adbarrim_adj;Adbarrim;Adbarrim;Adbarrim;;Adbarrim;;;;;;;x
c_adbarrim;Adbarrim;Adbarrim;Adbarrim;;Adbarrim;;;;;;;x
c_addak_adj;Addakian;Addakian;Addakian;;Addakian;;;;;;;x
c_addak;Addak;Addak;Addak;;Addak;;;;;;;x
c_adder_swamp_adj;Adder Swamp;Adder Swamp;Adder Swamp;;Adder Swamp;;;;;;;x
c_adder_swamp;Adder Swamp;Adder Swamp;Adder Swamp;;Adder Swamp;;;;;;;x
c_adder_woods_adj;Adder Wood;Adder Wood;Adder Wood;;Adder Wood;;;;;;;x
c_adder_woods;Adder Woods;Adder Woods;Adder Woods;;Adder Woods;;;;;;;x
c_adderspring_adj;Adderspring;Adderspring;Adderspring;;Adderspring;;;;;;;x
c_adderspring;Adderspring;Adderspring;Adderspring;;Adderspring;;;;;;;x
c_adhal_adj;Adhalian;Adhalian;Adhalian;;Adhalian;;;;;;;x
c_adhal;Adhal;Adhal;Adhal;;Adhal;;;;;;;x
